channel,index,candidate_instances,full_signature_cover_count,full_signature_cover_ids,min_plan_edit_distance,nearest_edit_instance_id,max_plan_trigram_jaccard,nearest_trigram_instance_id
productivity,375,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,376,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,379,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,380,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,384,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,390,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,396,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,403,10359,0,[],2,1018:0,0.3333333333333333,98:0
productivity,408,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,414,10359,0,[],2,1040:0,0.3333333333333333,993:0
productivity,421,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,425,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,430,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,431,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,432,10359,0,[],2,1258:0,0.3333333333333333,819:0
productivity,435,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,447,10359,0,[],7,107:2,0.0,9:2
productivity,448,10359,0,[],2,1022:0,0.3333333333333333,910:0
productivity,457,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,469,10359,0,[],2,0:1,0.3333333333333333,987:1
productivity,474,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,477,10359,0,[],2,1027:0,0.3333333333333333,69:0
productivity,484,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,487,10359,0,[],7,16:2,0.0,9:2
productivity,491,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,498,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,499,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,508,10359,0,[],2,1114:0,0.3333333333333333,931:0
productivity,514,10359,0,[],2,1027:0,0.3333333333333333,69:0
productivity,516,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,527,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,541,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,547,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,553,10359,0,[],2,1258:0,0.3333333333333333,819:0
productivity,556,10359,0,[],2,1050:0,0.3333333333333333,970:0
productivity,557,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,560,10359,0,[],2,1050:0,0.3333333333333333,970:0
productivity,563,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,568,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,580,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,587,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,591,10359,0,[],2,0:1,0.3333333333333333,987:1
productivity,603,10359,0,[],2,1114:0,0.3333333333333333,931:0
productivity,604,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,609,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,614,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,616,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,621,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,624,10359,0,[],2,1022:0,0.3333333333333333,910:0
productivity,625,10359,0,[],2,1114:0,0.3333333333333333,931:0
productivity,629,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,630,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,636,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,637,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,648,10359,0,[],2,1050:0,0.3333333333333333,970:0
productivity,653,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,659,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,663,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,664,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,665,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,666,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,667,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,668,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,670,10359,0,[],2,1301:0,0.3333333333333333,896:0
productivity,673,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,675,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,676,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,681,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,698,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,702,10359,0,[],2,1072:0,0.3333333333333333,929:0
productivity,703,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,719,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,722,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,729,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,732,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,734,10359,0,[],2,1027:0,0.3333333333333333,69:0
productivity,750,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,752,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,754,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,755,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,756,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,759,10359,0,[],2,1159:0,0.3333333333333333,930:0
productivity,765,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,768,10359,0,[],2,1050:0,0.3333333333333333,970:0
productivity,780,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,789,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,794,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,797,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,799,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,802,10359,0,[],2,1159:0,0.3333333333333333,930:0
productivity,804,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,811,10359,0,[],2,1114:0,0.3333333333333333,931:0
productivity,814,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,821,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,823,10359,0,[],2,1018:0,0.3333333333333333,98:0
productivity,835,10359,0,[],2,1258:0,0.3333333333333333,819:0
productivity,844,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,850,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,851,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,854,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,855,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,858,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,861,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,863,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,874,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,879,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,882,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,883,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,890,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,896,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,901,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,907,10359,0,[],2,1114:0,0.3333333333333333,931:0
productivity,914,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,917,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,918,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,919,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,920,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,922,10359,0,[],2,1072:0,0.3333333333333333,929:0
productivity,934,10359,0,[],2,1258:0,0.3333333333333333,819:0
productivity,935,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,936,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,937,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,938,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,940,10359,0,[],2,1018:0,0.3333333333333333,98:0
productivity,944,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,951,10359,0,[],2,1022:0,0.3333333333333333,910:0
productivity,957,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,969,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,971,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,979,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,980,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,991,10359,0,[],7,2017:2,0.0,9:2
productivity,992,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,993,10359,0,[],7,0:1,0.0,9:2
productivity,994,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,1006,10359,0,[],2,1301:0,0.3333333333333333,896:0
productivity,1008,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,1011,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,1016,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,1025,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,1031,10359,0,[],2,1301:0,0.3333333333333333,896:0
productivity,1033,10359,0,[],2,1159:0,0.3333333333333333,930:0
productivity,1035,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,1039,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1043,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1047,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,1049,10359,0,[],2,1258:0,0.3333333333333333,819:0
productivity,1051,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,1056,10359,0,[],2,1075:0,0.3333333333333333,944:0
productivity,1058,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1062,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,1063,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,1071,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,1072,10359,0,[],7,0:0,0.0,9:2
productivity,1073,10359,0,[],2,1114:0,0.3333333333333333,931:0
productivity,1077,10359,0,[],2,1027:0,0.3333333333333333,69:0
productivity,1079,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1086,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,1090,10359,0,[],2,1022:0,0.3333333333333333,910:0
productivity,1103,10359,0,[],7,1376:2,0.0,9:2
productivity,1106,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,1111,10359,0,[],2,1022:0,0.3333333333333333,910:0
productivity,1112,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,1115,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,1117,10359,0,[],7,1750:2,0.0,9:2
productivity,1123,10359,0,[],2,1050:0,0.3333333333333333,970:0
productivity,1131,10359,0,[],2,1027:0,0.3333333333333333,69:0
productivity,1132,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,1133,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,1139,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,1144,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,1148,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,1151,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,1160,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,1161,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,1170,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,1175,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,1179,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,1182,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,1184,10359,0,[],2,1301:0,0.3333333333333333,896:0
productivity,1185,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1186,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,1190,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1194,10359,0,[],2,1159:0,0.3333333333333333,930:0
productivity,1199,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,1203,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,1210,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,1212,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,1214,10359,0,[],2,1228:0,0.3333333333333333,7143:0
productivity,1217,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,1227,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,1228,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1240,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,1249,10359,0,[],2,1072:0,0.3333333333333333,929:0
productivity,1256,10359,0,[],2,1050:0,0.3333333333333333,970:0
productivity,1259,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,1265,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,1266,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,1271,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,1273,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,1288,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,1292,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,1299,10359,0,[],2,1258:0,0.3333333333333333,819:0
productivity,1301,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,1310,10359,0,[],2,1301:0,0.3333333333333333,896:0
productivity,1312,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1316,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,1318,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,1322,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1329,10359,0,[],2,1072:0,0.3333333333333333,929:0
productivity,1331,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1343,10359,0,[],2,1114:0,0.3333333333333333,931:0
productivity,1346,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,1348,10359,0,[],7,1376:2,0.0,9:2
productivity,1354,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,1358,10359,0,[],7,1002:0,0.0,9:2
productivity,1360,10359,0,[],2,1040:0,0.3333333333333333,993:0
productivity,1362,10359,0,[],2,1027:0,0.3333333333333333,69:0
productivity,1364,10359,0,[],2,1159:0,0.3333333333333333,930:0
productivity,1365,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,1366,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1370,10359,0,[],2,1072:0,0.3333333333333333,929:0
productivity,1372,10359,0,[],2,0:1,0.3333333333333333,987:1
productivity,1377,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,1382,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,1383,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1387,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1390,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,1391,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,1392,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1396,10359,0,[],2,1301:0,0.3333333333333333,896:0
productivity,1404,10359,0,[],7,1680:2,0.0,9:2
productivity,1408,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,1412,10359,0,[],2,1301:0,0.3333333333333333,896:0
productivity,1418,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,1423,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,1424,10359,0,[],7,1004:0,0.0,9:2
productivity,1425,10359,0,[],7,2017:2,0.0,9:2
productivity,1426,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,1427,10359,0,[],2,1159:0,0.3333333333333333,930:0
productivity,1433,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,1437,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,1438,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,1445,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,1446,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,1454,10359,0,[],2,1258:0,0.3333333333333333,819:0
productivity,1455,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1458,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,1462,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,1464,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,1465,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,1471,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,1476,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,1477,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1479,10359,0,[],2,1228:0,0.3333333333333333,7143:0
productivity,1480,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,1491,10359,0,[],2,1050:0,0.3333333333333333,970:0
productivity,1494,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,1496,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,1507,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1513,10359,0,[],2,1075:0,0.3333333333333333,944:0
productivity,1517,10359,0,[],2,1075:0,0.3333333333333333,944:0
productivity,1527,10359,0,[],7,0:1,0.0,9:2
productivity,1528,10359,0,[],7,130:2,0.0,9:2
productivity,1531,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,1532,10359,0,[],7,1022:0,0.0,9:2
productivity,1535,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,1536,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,1540,10359,0,[],2,1050:0,0.3333333333333333,970:0
productivity,1542,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,1550,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,1551,10359,0,[],2,1159:0,0.3333333333333333,930:0
productivity,1559,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1564,10359,0,[],2,1258:0,0.3333333333333333,819:0
productivity,1567,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,1568,10359,0,[],2,1022:0,0.3333333333333333,910:0
productivity,1571,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,1574,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,1583,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,1585,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1598,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,1601,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,1602,10359,0,[],2,1072:0,0.3333333333333333,929:0
productivity,1603,10359,0,[],2,1114:0,0.3333333333333333,931:0
productivity,1607,10359,0,[],2,1072:0,0.3333333333333333,929:0
productivity,1608,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,1609,10359,0,[],7,1750:2,0.0,9:2
productivity,1613,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1619,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,1637,10359,0,[],7,1018:0,0.0,9:2
productivity,1644,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,1651,10359,0,[],7,1040:0,0.0,9:2
productivity,1653,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,1657,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,1658,10359,0,[],2,1027:0,0.3333333333333333,69:0
productivity,1659,10359,0,[],2,1301:0,0.3333333333333333,896:0
productivity,1660,10359,0,[],2,1033:0,0.3333333333333333,988:0
productivity,1661,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,1669,10359,0,[],2,0:1,0.3333333333333333,987:1
productivity,1683,10359,0,[],2,1301:0,0.3333333333333333,896:0
productivity,1692,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,1695,10359,0,[],2,1258:0,0.3333333333333333,819:0
productivity,1712,10359,0,[],2,1002:0,0.3333333333333333,980:0
productivity,1717,10359,0,[],2,1040:1,0.3333333333333333,999:0
productivity,1720,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1721,10359,0,[],2,1022:0,0.3333333333333333,910:0
productivity,1722,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,1730,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1734,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,1740,10359,0,[],7,1680:2,0.0,9:2
productivity,1741,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,1742,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,1743,10359,0,[],7,1005:1,0.2222222222222222,995:1
productivity,1747,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,1754,10359,0,[],2,1004:0,0.3333333333333333,97:0
productivity,1759,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1765,10359,0,[],2,1114:0,0.3333333333333333,931:0
productivity,1766,10359,0,[],7,105:1,0.2222222222222222,9:1
productivity,1774,10359,0,[],2,0:0,0.3333333333333333,955:0
productivity,1779,10359,0,[],2,1000:0,0.3333333333333333,987:0
productivity,1780,10359,0,[],7,1750:2,0.0,9:2
productivity,1794,10359,0,[],2,1159:0,0.3333333333333333,930:0
