index,manifest_allowed_instance_ids_sha256,manifest_allowed_instance_count,single_unit_segment_count,covering_segment_count,pool_byte_roundtrip
84,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
88,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
91,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
102,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
106,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
109,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
122,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
130,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
139,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
143,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
150,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
155,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
160,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
161,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
162,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
171,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
174,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
190,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
191,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
193,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
195,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
201,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
203,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
204,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
210,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
220,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
225,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
228,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
229,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
233,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
238,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
240,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
248,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
252,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
256,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
257,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
258,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
263,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
266,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
282,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
284,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
296,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
306,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
320,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
327,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
331,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
336,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
338,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
341,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
344,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
347,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
350,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
354,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
355,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
357,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
365,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
366,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
369,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
375,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
376,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
379,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
380,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
384,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
390,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
396,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
403,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
408,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
414,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
421,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
425,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
430,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
431,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
432,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
435,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
447,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
448,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
457,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
469,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
474,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
477,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
484,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
487,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
491,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
498,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
499,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
508,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
514,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
516,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
527,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
541,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
547,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
553,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
556,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
557,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
560,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
563,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
568,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
580,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
587,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
591,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
603,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
604,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
609,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
614,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
616,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
621,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
624,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
625,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
629,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
630,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
636,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
637,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
648,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
653,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
659,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
663,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
664,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
665,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
666,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
667,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
668,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
670,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
673,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
675,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
676,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
681,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
698,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
702,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
703,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
719,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
722,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
729,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
732,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
734,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
750,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
752,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
754,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
755,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
756,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
759,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
765,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
768,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
780,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
789,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
794,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
797,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
799,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
802,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
804,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
811,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
814,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
821,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
823,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
835,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
844,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
850,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
851,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
854,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
855,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
858,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
861,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
863,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
874,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
879,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
882,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
883,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
890,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
896,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
901,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
907,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
914,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
917,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
918,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
919,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
920,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
922,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
934,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
935,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
936,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
937,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
938,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
940,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
944,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
951,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
957,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
969,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
971,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
979,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
980,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
991,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
992,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
993,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
994,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1006,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1008,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1011,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1016,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1025,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1031,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1033,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1035,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1039,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1043,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1047,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1049,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1051,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1056,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1058,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1062,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1063,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1071,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1072,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1073,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1077,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1079,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1086,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1090,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1103,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1106,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1111,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1112,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1115,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1117,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1123,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1131,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1132,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1133,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
